X_Coords;Y_Coords;On the picture;X_size_picture;Y_size_picture;Esting;Northing
882.1834716796875;45.68252944946289;55892531;1116;659;Could not calculate this field;Could not calculate this field
480.4923095703125;630.1038208007812;55892708;1116;659;Could not calculate this field;Could not calculate this field
839.6514892578125;551.3408813476562;55892754;1116;659;Could not calculate this field;Could not calculate this field
753.01220703125;318.2024230957031;55892797;1116;659;Could not calculate this field;Could not calculate this field
923.1402587890625;382.7880859375;55893021;1116;659;Could not calculate this field;Could not calculate this field
1036.5589599609375;346.5570983886719;55893021;1116;659;Could not calculate this field;Could not calculate this field
52.02170181274414;319.7777099609375;55893140;1116;659;Could not calculate this field;Could not calculate this field
546.6531982421875;552.9161376953125;55893140;1116;659;Could not calculate this field;Could not calculate this field
475.76654052734375;515.10986328125;55893411;1116;659;Could not calculate this field;Could not calculate this field
376.5251770019531;190.60641479492188;55893411;1116;659;Could not calculate this field;Could not calculate this field
288.3106384277344;179.57958984375;55893411;1116;659;Could not calculate this field;Could not calculate this field
611.2388305664062;426.8953552246094;55893470;1116;659;Could not calculate this field;Could not calculate this field
570.2821044921875;634.82958984375;55893470;1116;659;Could not calculate this field;Could not calculate this field
1094.843505859375;162.25173950195312;55893470;1116;659;Could not calculate this field;Could not calculate this field
466.3149719238281;612.7760009765625;55893506;1116;659;Could not calculate this field;Could not calculate this field
97.70423126220703;118.14447021484375;55893506;1116;659;Could not calculate this field;Could not calculate this field
277.2838134765625;508.808837890625;55893538;1116;659;Could not calculate this field;Could not calculate this field
157.5640869140625;532.437744140625;55893538;1116;659;Could not calculate this field;Could not calculate this field
40.9948844909668;532.437744140625;55893538;1116;659;Could not calculate this field;Could not calculate this field
439.5355529785156;374.9117736816406;55893538;1116;659;Could not calculate this field;Could not calculate this field
836.5009765625;340.2560729980469;55893558;1116;659;Could not calculate this field;Could not calculate this field
258.3807067871094;452.0994873046875;55893558;1116;659;Could not calculate this field;Could not calculate this field
827.0494384765625;185.88063049316406;55957583;1116;659;Could not calculate this field;Could not calculate this field
921.5650024414062;559.2171630859375;55957583;1116;659;Could not calculate this field;Could not calculate this field
620.7396240234375;591.3130493164062;55958127;1116;659;Could not calculate this field;Could not calculate this field
1072.7899169921875;48.833045959472656;55958127;1116;659;Could not calculate this field;Could not calculate this field
885.3340454101562;157.5259552001953;55958127;1116;659;Could not calculate this field;Could not calculate this field
523.0243530273438;403.2664489746094;55958127;1116;659;Could not calculate this field;Could not calculate this field
524.5995483398438;198.4827117919922;55958127;1116;659;Could not calculate this field;Could not calculate this field
556.8248291015625;32.8657112121582;55958127;1116;659;Could not calculate this field;Could not calculate this field
786.8245849609375;420.5370178222656;55979993;1116;659;Could not calculate this field;Could not calculate this field
1060.38818359375;575.02001953125;55979993;1116;659;Could not calculate this field;Could not calculate this field
1022.8402099609375;349.7322998046875;55980451;1116;659;Could not calculate this field;Could not calculate this field
845.8284912109375;558.9280395507812;55980451;1116;659;Could not calculate this field;Could not calculate this field
990.65625;549.2728271484375;55980451;1116;659;Could not calculate this field;Could not calculate this field
1068.9705810546875;563.21923828125;55980451;1116;659;Could not calculate this field;Could not calculate this field
914.4876098632812;170.57496643066406;55980715;1116;659;Could not calculate this field;Could not calculate this field
1009.9666748046875;423.7554016113281;55980715;1116;659;Could not calculate this field;Could not calculate this field
19.773643493652344;148.0461883544922;55980873;1116;659;Could not calculate this field;Could not calculate this field
130.27188110351562;138.39100646972656;55980934;1116;659;Could not calculate this field;Could not calculate this field
382.3795471191406;5.363992691040039;55980934;1116;659;Could not calculate this field;Could not calculate this field
338.3948059082031;358.314697265625;55981091;1116;659;Could not calculate this field;Could not calculate this field
383.45233154296875;7.509589672088623;55981141;1116;659;Could not calculate this field;Could not calculate this field
135.63587951660156;139.46380615234375;55981141;1116;659;Could not calculate this field;Could not calculate this field
505.7513732910156;319.6939392089844;55981156;1116;659;Could not calculate this field;Could not calculate this field
714.9470825195312;302.5291748046875;55981179;1116;659;Could not calculate this field;Could not calculate this field
574.4104614257812;362.60589599609375;55981179;1116;659;Could not calculate this field;Could not calculate this field
342.6860046386719;406.59063720703125;55981363;1116;659;Could not calculate this field;Could not calculate this field
793.2613525390625;72.9502944946289;55981363;1116;659;Could not calculate this field;Could not calculate this field
956.3267211914062;25.747163772583008;55981363;1116;659;Could not calculate this field;Could not calculate this field
858.7020874023438;557.855224609375;55981522;1116;659;Could not calculate this field;Could not calculate this field
607.667236328125;209.19570922851562;55981579;1116;659;Could not calculate this field;Could not calculate this field
577.6288452148438;310.03875732421875;55981579;1116;659;Could not calculate this field;Could not calculate this field
264.3717041015625;278.9276123046875;55981773;1116;659;Could not calculate this field;Could not calculate this field
198.9309844970703;546.054443359375;55981802;1116;659;Could not calculate this field;Could not calculate this field
526.134521484375;600.7671508789062;55981802;1116;659;Could not calculate this field;Could not calculate this field
15.48244857788086;146.973388671875;55981853;1116;659;Could not calculate this field;Could not calculate this field
308.3564453125;90.11507415771484;55981853;1116;659;Could not calculate this field;Could not calculate this field
150.65505981445312;259.61724853515625;55981853;1116;659;Could not calculate this field;Could not calculate this field
218.24136352539062;531.0352783203125;55981853;1116;659;Could not calculate this field;Could not calculate this field
338.3948059082031;649.0430908203125;55981853;1116;659;Could not calculate this field;Could not calculate this field
633.4143676757812;433.41058349609375;55981853;1116;659;Could not calculate this field;Could not calculate this field
741.7670288085938;408.7362365722656;55981853;1116;659;Could not calculate this field;Could not calculate this field
887.6676025390625;33.256752014160156;55981906;1116;659;Could not calculate this field;Could not calculate this field
866.211669921875;585.7479858398438;55982067;1116;659;Could not calculate this field;Could not calculate this field
216.09576416015625;339.00433349609375;55982095;1116;659;Could not calculate this field;Could not calculate this field
476.7857971191406;86.89667510986328;55982095;1116;659;Could not calculate this field;Could not calculate this field
596.939208984375;271.41802978515625;55982095;1116;659;Could not calculate this field;Could not calculate this field
796.479736328125;287.510009765625;55982105;1116;659;Could not calculate this field;Could not calculate this field
209.6589813232422;337.9315185546875;55982128;1116;659;Could not calculate this field;Could not calculate this field
606.5944213867188;205.97731018066406;55982324;1116;659;Could not calculate this field;Could not calculate this field
572.264892578125;307.8931579589844;55982324;1116;659;Could not calculate this field;Could not calculate this field
790.0850219726562;69.75432586669922;56022726;1116;659;Could not calculate this field;Could not calculate this field
339.85260009765625;401.61578369140625;56022726;1116;659;Could not calculate this field;Could not calculate this field
948.6176147460938;33.82027816772461;56022726;1116;659;Could not calculate this field;Could not calculate this field
498.3851623535156;545.3519897460938;56022807;1116;659;Could not calculate this field;Could not calculate this field
963.4140014648438;160.6463165283203;56022887;1116;659;Could not calculate this field;Could not calculate this field
428.6308288574219;162.7600860595703;56022887;1116;659;Could not calculate this field;Could not calculate this field
517.4090576171875;591.8548583984375;56022887;1116;659;Could not calculate this field;Could not calculate this field
785.8575439453125;422.75347900390625;56022918;1116;659;Could not calculate this field;Could not calculate this field
1045.8509521484375;564.3758544921875;56022918;1116;659;Could not calculate this field;Could not calculate this field
795.9512329101562;298.0927734375;56070796;1116;659;Could not calculate this field;Could not calculate this field
471.7099609375;629.3069458007812;56070860;1116;659;Could not calculate this field;Could not calculate this field
1106.24658203125;531.6859130859375;56070860;1116;659;Could not calculate this field;Could not calculate this field
787.2350463867188;420.1190185546875;56070933;1116;659;Could not calculate this field;Could not calculate this field
1062.665771484375;578.7532348632812;56070933;1116;659;Could not calculate this field;Could not calculate this field
579.7904052734375;374.79498291015625;56071294;1116;659;Could not calculate this field;Could not calculate this field
719.2489624023438;306.80889892578125;56071294;1116;659;Could not calculate this field;Could not calculate this field
1109.733154296875;437.5513916015625;56071991;1116;659;Could not calculate this field;Could not calculate this field
456.0208740234375;383.51116943359375;56072137;1116;659;Could not calculate this field;Could not calculate this field
937.153076171875;564.807373046875;56072266;1116;659;Could not calculate this field;Could not calculate this field
569.3309936523438;446.26751708984375;56072304;1116;659;Could not calculate this field;Could not calculate this field
246.83294677734375;233.5931854248047;56072611;1116;659;Could not calculate this field;Could not calculate this field
20.21271514892578;151.66123962402344;56072833;1116;659;Could not calculate this field;Could not calculate this field
503.088134765625;317.268310546875;56072871;1116;659;Could not calculate this field;Could not calculate this field
562.358154296875;617.1201171875;56072977;1116;658;Could not calculate this field;Could not calculate this field
382.8006286621094;648.4991455078125;56072977;1116;658;Could not calculate this field;Could not calculate this field
166.63424682617188;416.6432189941406;56072977;1116;658;Could not calculate this field;Could not calculate this field
